,id,collection,dc.contributor.advisor,dc.contributor.author[],dc.title[de],dc.title[en],tuhh.contributor.referee,PPN,Verfasser,sonstPers,Titel,RefID_plus_KoRef,Ref,RefKopie,RefID_plus_KoRefKopie
1231.0,7980,20.500.12738/6,"Vaupel, Gustav","Seliger, Leif::rp09548::600",Peltier-Element als autarke und regenerative solarthermische Energiequelle für Gebiete mit hoher Globalstrahlung,," Röther, Michael ",887479839,"Seliger, Leif","Vaupel, Gustav [GutachterIn]; Röther, Michael *1962-* ; ID: gnd/172870232",Peltier-Element als autarke und regenerative solarthermische Energiequelle für Gebiete mit hoher Globalstrahlung," Röther, Michael *1962-* ; ID: gnd/172870232","Vaupel, Gustav [GutachterIn]","Vaupel, Gustav"," Röther, Michael "
,7970,20.500.12738/6,,"Schott, Maik::rp09538::600",Entwicklung eines theoretischen Anforderungsprofils zurIntegration einer Cross-Channel-Strategie im stationärendeutschen Lebensmitteleinzelhandel,,,886927919,,,,,,,
1229.0,7982,20.500.12738/6,"Meisel, Andreas","Yildirim, Feridun::rp09549::600",Adaptiver Neuro-Fuzzy-Ansatz zur Diagnose,," Fohl, Wolfgang ",888231458,"Yildirim, Feridun","Meisel, Andreas! [GutachterIn]; Fohl, Wolfgang [GutachterIn]",Adaptiver Neuro-Fuzzy-Ansatz zur Diagnose," Fohl, Wolfgang [GutachterIn]","Meisel, Andreas! [GutachterIn]","Meisel, Andreas"," Fohl, Wolfgang "
,7991,20.500.12738/6,,"Casa Guerrero, Guilliana del Pilar::rp09557::600",Ausgewählte logistische Systeme des Lebensmittelimports aus Südamerika in die EU,,,889809070,,,,,,,
828.0,8286,20.500.12738/6,"Meisel, Andreas","Wagner, Stefan Sylvius::rp09825::600",Entwicklung eines Reinforcement Learning basierten Flugzeugautopiloten unter der Verwendung von Deterministic Policy Gradients,," Fohl, Wolfgang ",1022193562,"Wagner, Stefan Sylvius","Meisel, Andreas [GutachterIn]; Fohl, Wolfgang [GutachterIn]",Entwicklung eines Reinforcement Learning basierten Flugzeugautopiloten unter der Verwendung von Deterministic Policy Gradients," Fohl, Wolfgang [GutachterIn]","Meisel, Andreas [GutachterIn]","Meisel, Andreas"," Fohl, Wolfgang "
726.0,8428,20.500.12738/6,"Becker, Martin","Wilkes, Sebastian::rp09944::600",Ein Verzeichnisdienst für kontextgebundene Informationen,," Wendholt, Birgit ",1029985197,"Wilkes, Sebastian","Becker, Martin *ca. 21. Jh.* ; ID: gnd/1162346620; Wendholt, Birgit ; ID: gnd/113241615",Ein Verzeichnisdienst für kontextgebundene Informationen," ID: gnd/1162346620; Wendholt, Birgit ; ID: gnd/113241615","Becker, Martin *ca. 21. Jh.* ","Becker, Martin"," Wendholt, Birgit "
830.0,8283,20.500.12738/6,"Schäfer, Frank Helmut","Heouaichi, Mohamed::rp09822::600",Konstruktion eines Spritzgießwerkzeuges zur Herstellung eines Prüfkörpers,," Eiben, Niels ",1020142278,"Heouaichi, Mohamed","Schäfer, Frank Helmut *1963-* ; ID: gnd/115819746; Eiben, Niels [GutachterIn]",Konstruktion eines Spritzgießwerkzeuges zur Herstellung eines Prüfkörpers," ID: gnd/115819746; Eiben, Niels [GutachterIn]","Schäfer, Frank Helmut *1963-* ","Schäfer, Frank Helmut"," Eiben, Niels "
345.0,8787,20.500.12738/6,"Hinrichs, Knut","Schönhoff, Tobias::rp10263::600",Familienrat und ASD in Hamburg. Kann der Familienrat als „regelhaftes“ Instrument für die Hilfen und Angebote des ASD in Hamburg wirksam unterstützen?,," Suess, Gerhard J. ",1667762915,"Schönhoff, Tobias","Hinrichs, Knut *1965-* ; ID: gnd/124427820; Suess, Gerhard J. *1956-* ; ID: gnd/130849650",Familienrat und ASD in Hamburg," ID: gnd/124427820; Suess, Gerhard J. *1956-* ; ID: gnd/130849650","Hinrichs, Knut *1965-* ","Hinrichs, Knut"," Suess, Gerhard J. "
1226.0,7986,20.500.12738/6,"Luck, Kai","Philipsen, Quirine::rp09553::600",Die Rolle von Daten- und Textminingverfahren für die journalistische Arbeit,," Draheim, Susanne ",888817533,"Philipsen, Quirine","Luck, Kai$cvon *1954-* ; ID: gnd/1089185561; Draheim, Susanne ; ID: gnd/1024786617",Die Rolle von Daten- und Textminingverfahren für die journalistische Arbeit," ID: gnd/1089185561; Draheim, Susanne ; ID: gnd/1024786617","Luck, Kai$cvon *1954-* ","Luck, Kai"," Draheim, Susanne "
829.0,8285,20.500.12738/6,"Schulz, Stephan","Horst, Ulrich ter::rp09824::600",Ein generischer CANaerospace-Knoten für redundante UAS-Architekturen basierend auf MicroPython,," Korf, Franz ",1022190385,"Horst, Ulrich ter","Schulz, Stephan ; ID: gnd/114701034X; Korf, Franz *1961-* ; ID: gnd/120719355",Ein generischer CANaerospace-Knoten für redundante UAS-Architekturen basierend auf MicroPython," ID: gnd/114701034X; Korf, Franz *1961-* ; ID: gnd/120719355","Schulz, Stephan ","Schulz, Stephan"," Korf, Franz "
4785.0,8429,20.500.12738/6,"Hamm, Michael","Dettmann, Wiebke::rp09945::600",Der Glykämische Index und die glykämische Last in der Kost von 7-8 jährigern Kindern. Trends von 1990-2002 und Bedeutung verschiedener Kohlenhydratquellen,," Buyken, Anette",493658130,"Dettmann, Wiebke","Hamm, Michael [Ref.]; Buyken, Anette",Derglykämische Index und die glykämische Last in der Kost von 7-8 jährigen Kindern. Trends von 1990-2002 und Bedeutung von verschiedener Kohlenhydratquellen," Buyken, Anette","Hamm, Michael [Ref.]","Hamm, Michael"," Buyken, Anette"
827.0,8287,20.500.12738/6,"Jenke, Philipp","Cayirli, Abdulhamid::rp09826::600",VR-Museum: Potenzialanalyse anhand eines paläontologischen Exponats,," Wendholt, Birgit ",1022195646,"Cayirli, Abdulhamid","Jenke, Philipp *1978-* ; ID: gnd/139045066; Wendholt, Birgit ; ID: gnd/113241615",VR-Museum: Potenzialanalyse anhand eines paläontologischen Exponats," ID: gnd/139045066; Wendholt, Birgit ; ID: gnd/113241615","Jenke, Philipp *1978-* ","Jenke, Philipp"," Wendholt, Birgit "
1224.0,7988,20.500.12738/6,"Schäfer, Frank Helmut","Polmann, Tim::rp09554::600",Prototypentwicklung eines kryogenisch gekühlten Probenwechslers,," Meents, Alke ",889205507,"Polmann, Tim","Schäfer, Frank Helmut *1963-* ; ID: gnd/115819746; Meents, Alke [GutachterIn]",Prototypentwicklung eines kryogenisch gekühlten Probenwechslers," ID: gnd/115819746; Meents, Alke [GutachterIn]","Schäfer, Frank Helmut *1963-* ","Schäfer, Frank Helmut"," Meents, Alke "
747.0,8405,20.500.12738/6,"Kossakowski, Klaus-Peter","Lüdemann, Mona::rp09926::600",Sicherheitsbetrachtung: Application Layer Firewall und Application Layer Proxy,," Jenke, Philipp ",1027359043,"Lüdemann, Mona","Kossakowski, Klaus-Peter [GutachterIn]; Jenke, Philipp *1978-* ; ID: gnd/139045066",Sicherheitsbetrachtung: Application Layer Firewall und Application Layer Proxy," Jenke, Philipp *1978-* ; ID: gnd/139045066","Kossakowski, Klaus-Peter [GutachterIn]","Kossakowski, Klaus-Peter"," Jenke, Philipp "
725.0,8430,20.500.12738/6,"Zukunft, Olaf","Sherkati, Mojtaba Moutab::rp09946::600",Eine Evaluation von Prozessmanagementwerkzeugen anhand vonUnternehmensszenarien,," Steffens, Ulrike ",1029988021,"Sherkati, Mojtaba Moutab","Zukunft, Olaf *1967-* ; ID: gnd/120413825; Steffens, Ulrike [GutachterIn]",Eine Evaluation von Prozessmanagementwerkzeugen anhand von Unternehmensszenarien," ID: gnd/120413825; Steffens, Ulrike [GutachterIn]","Zukunft, Olaf *1967-* ","Zukunft, Olaf"," Steffens, Ulrike "
746.0,8406,20.500.12738/6,"Weidtmann, Katja","Krenz, Anna-Lena::rp09927::600","Psychische Belastungen in der Postpartalzeit aufgrund schwer zu verarbeitender Geburtserfahrungen : Risikofaktoren, mögliche Auswirkungen einer Kaiserschnittgeburt und Unterstützungsmöglichkeiten",," Setzpfand, Nicole ",1027624693,"Krenz, Anna-Lena","Weidtmann, Katja [AkademischeR BetreuerIn]; Setzpfand, Nicole [AkademischeR BetreuerIn]",Psychische Belastungen in der Postpartalzeit aufgrund schwer zu verarbeitender Geburtserfahrungen," Setzpfand, Nicole [AkademischeR BetreuerIn]","Weidtmann, Katja [AkademischeR BetreuerIn]","Weidtmann, Katja"," Setzpfand, Nicole "
4806.0,8407,20.500.12738/6,"Krüger, Detlef","Ohling, Birte::rp09928::600",Die Aufgaben von Führungskräften im Rahmen des betrieblichenGesundheitsmanagements,," Bergann, Martina",47737073X,"Ohling, Birte","Krüger, Detlef; Bergann, Martina",Die Aufgaben von Führungskräften im Rahmen des betrieblichen Gesundheitsmanagements," Bergann, Martina","Krüger, Detlef","Krüger, Detlef"," Bergann, Martina"
724.0,8431,20.500.12738/6,"Neitzke, Michael","Winkler, Falco::rp09947::600",,Image Representation Learning with Generative Adversarial Networks," Zukunft, Olaf ",1029992886,"Winkler, Falco","Neitzke, Michael [GutachterIn]; Zukunft, Olaf *1967-* ; ID: gnd/120413825",Image Representation Learning with Generative Adversarial Networks," Zukunft, Olaf *1967-* ; ID: gnd/120413825","Neitzke, Michael [GutachterIn]","Neitzke, Michael"," Zukunft, Olaf "
745.0,8408,20.500.12738/6,"Retting, Rasmus","Rotzlawski, Christopher::rp09929::600",Konzeption und Umsetzung eines Entwicklungssystems für intelligente Ultraschallsensoren in Mehrfachanordnung zur Lokalisation und Umgebungserkennung in komplexen Umgebungen,," Maaß, Jochen ",1027811507,"Rotzlawski, Christopher","Retting, Rasmus [GutachterIn]; Maaß, Jochen *1965-* ; ID: gnd/1146941056",Konzeption und Umsetzung eines Entwicklungssystems für intelligente Ultraschallsensoren in Mehrfachanordnung zur Lokalisation und Umgebungserkennung in komplexen Umgebungen," Maaß, Jochen *1965-* ; ID: gnd/1146941056","Retting, Rasmus [GutachterIn]","Retting, Rasmus"," Maaß, Jochen "
723.0,8432,20.500.12738/6,"Bradtke, Thomas","Fortmann, Stefan::rp09543::500",Entwicklung und Evaluation von Lösungsansätzenfür ein Rundreiseproblem mit Zeitlimits,," Röhrs, Werner ",1030380481,"Fortmann, Stefan","Bradtke, Thomas [GutachterIn]; Röhrs, Werner [GutachterIn]",Entwicklung und Evaluation von Lösungsansätzen für ein Rundreiseproblem mit Zeitlimits," Röhrs, Werner [GutachterIn]","Bradtke, Thomas [GutachterIn]","Bradtke, Thomas"," Röhrs, Werner "
734.0,8420,20.500.12738/6,"Jenke, Philipp","Buhl, Ruben Christian::rp09937::600",Evaluation des Potenzials von Augmented Reality für interaktive Brettspiele,," Schäfers, Michael ",1028184808,"Buhl, Ruben Christian","Jenke, Philipp *1978-* ; ID: gnd/139045066; Schäfers, Michael [GutachterIn]",Evaluation des Potenzials von Augmented Reality für interaktive Brettspiele," ID: gnd/139045066; Schäfers, Michael [GutachterIn]","Jenke, Philipp *1978-* ","Jenke, Philipp"," Schäfers, Michael "
733.0,8421,20.500.12738/6,"Sarstedt, Stefan","Dhungel, Biraj::rp09938::600",Zentralisiertes Logging und Visualisierung in Echtzeit mit Elastic Stack,," Zukunft, Olaf ",1028812825,"Dhungel, Biraj","Sarstedt, Stefan ; ID: gnd/131782436; Zukunft, Olaf *1967-* ; ID: gnd/120413825",Zentralisiertes Logging und Visualisierung in Echtzeit mit Elastic Stack," ID: gnd/131782436; Zukunft, Olaf *1967-* ; ID: gnd/120413825","Sarstedt, Stefan ","Sarstedt, Stefan"," Zukunft, Olaf "
732.0,8422,20.500.12738/6,"Thiel-Clemen, Thomas","Glake, Daniel::rp02600::500",MARS DSL: Eine typisierte Sprache zur Modellierung komplexer agentenbasierter Modelle,," Sarstedt, Stefan ",1028817487,"Glake, Daniel","Thiel-Clemen, Thomas ; ID: gnd/112153385X; Sarstedt, Stefan ; ID: gnd/131782436",MARS DSL: Eine typisierte Sprache zur Modellierung komplexer agentenbasierter Modelle," ID: gnd/112153385X; Sarstedt, Stefan ; ID: gnd/131782436","Thiel-Clemen, Thomas ","Thiel-Clemen, Thomas"," Sarstedt, Stefan "
4439.0,9392,20.500.12738/6,"Arens-Azevedo, Ulrike","Ivanova, Bilyana::rp10809::600",Risikoanalyse für Trockenfrüchte aus kontrolliert biologischem Anbau als Teil des HACCP-Konzeptes eines Lebensmittelunternehmens,," Kolb, Norbert",56827573X,"Ivanova, Bilyana","Arens-Azevedo, Ulrike; Kolb, Norbert",Risikoanalyse für Trockenfrüchte aus kontrolliert biologischem Anbau als Teil des HACCP-Konzeptes eines Lebensmittelunternehmens," Kolb, Norbert","Arens-Azevedo, Ulrike","Arens-Azevedo, Ulrike"," Kolb, Norbert"
731.0,8423,20.500.12738/6,"Bergs-Winkels, Dagmar","Horstmann, Maren::rp09939::600",Begleitung der Entwicklung eines partizipativen Instruments der Qualitätsentwicklung für Kindertagesstätten - Akzeptanz und Beteiligung bei den pädagogischen Fachkräften,," Ulber, Daniela ",1029269041,"Horstmann, Maren","Bergs-Winkels, Dagmar ; ID: gnd/113862393; Ulber, Daniela ; ID: gnd/131501321",Begleitung der Entwicklung eines partizipativen Instruments der Qualitätsentwicklung für Kindertagesstätten," ID: gnd/113862393; Ulber, Daniela ; ID: gnd/131501321","Bergs-Winkels, Dagmar ","Bergs-Winkels, Dagmar"," Ulber, Daniela "
722.0,8434,20.500.12738/6,"Zukunft, Olaf","Langer, Patrick::rp09949::600",Entwicklung und Evaluierung eines Chatbots am Beispiel der Studienberatung der HAWHamburg,," Sarstedt, Stefan ",1030416362,"Langer, Patrick","Zukunft, Olaf *1967-* ; ID: gnd/120413825; Sarstedt, Stefan ; ID: gnd/131782436",Entwicklung und Evaluierung eines Chatbots am Beispiel der Studienberatung der HAW Hamburg," ID: gnd/120413825; Sarstedt, Stefan ; ID: gnd/131782436","Zukunft, Olaf *1967-* ","Zukunft, Olaf"," Sarstedt, Stefan "
1789.0,7551,20.500.12738/6,"Lewandowski, Dirk","Ewald, Ines::rp09157::600",Suchmaschinenoptimierung für Videoinhalte am Fallbeispiel des You-Tube-Kanals HAW Hamburg der HAW Hamburg,," Schade, Frauke ",865505926,"Ewald, Ines","Lewandowski, Dirk *1973-* ; ID: gnd/130531782; Schade, Frauke [AkademischeR BetreuerIn]",Suchmaschinenoptimierung für Videoinhalte am Fallbeispiel des You-Tube-Kanals HAW Hamburg der HAW Hamburg," ID: gnd/130531782; Schade, Frauke [AkademischeR BetreuerIn]","Lewandowski, Dirk *1973-* ","Lewandowski, Dirk"," Schade, Frauke "
1302.0,8010,20.500.12738/6,"Maaß, Jochen","Kleborn, Stefan::rp09577::600",Evaluierung einer Microsoft Kinect v2 zurgesten- und sprachbasierten Steuerung einesRoboterarmes,," Dahlkemper, Jörg ",890151520,"Kleborn, Stephan","Maaß, Jochen [GutachterIn]; Dahlkemper, Jörg [GutachterIn]",Evaluierung einer Microsoft Kinect v2 zur gesten- und sprachbasierten Steuerung eines Roboterarmes," Dahlkemper, Jörg [GutachterIn]","Maaß, Jochen [GutachterIn]","Maaß, Jochen"," Dahlkemper, Jörg "
4517.0,7531,20.500.12738/6,"Pareigis, Stephan","Geibert, Sven::rp09137::600",Gyroskopische Lenkregelung für ein autonomes Modellfahrzeug,," Korf, Franz ",550880054,"Geibert, Sven","Pareigis, Stephan [Ref.]; Korf, Franz [Ko-Ref.]",Gyroskopische Lenkregelung für ein autonomes Modellfahrzeug," Korf, Franz [Ko-Ref.]","Pareigis, Stephan [Ref.]","Pareigis, Stephan"," Korf, Franz "
487.0,8946,20.500.12738/6,"Schütte, Marc","Hartlef, Felix::rp10406::600",Anpassung und Prüfung von ANTS für die Anwendung im Bereich von Stäben,," Neumeier, Heiko ",1663627118,"Hartlef, Felix","Schütte, Marc [AkademischeR BetreuerIn]; Neumeier, Heiko [AkademischeR BetreuerIn]",Anpassung und Prüfung von ANTS für die Anwendung im Bereich von Stäben," Neumeier, Heiko [AkademischeR BetreuerIn]","Schütte, Marc [AkademischeR BetreuerIn]","Schütte, Marc"," Neumeier, Heiko "
1590.0,7570,20.500.12738/6,"Swoboda, Wolfgang H.","Kumfert, Dennis::rp09174::600","Imagewandel der Gamesbranche – Inhaltsanalyse von Qualitätszeitungen aus Deutschland, Großbritannien und den USA",," Gundlach, Hardy ",865836477,"Kumfert, Dennis","Swoboda, Wolfgang H. ; ID: gnd/17239225X; Gundlach, Hardy *1961-* ; ID: gnd/113424183","Imagewandel der Gamesbranche – Inhaltsanalyse von Qualitätszeitungen aus Deutschland, Großbritannien und den USA"," ID: gnd/17239225X; Gundlach, Hardy *1961-* ; ID: gnd/113424183","Swoboda, Wolfgang H. ","Swoboda, Wolfgang H."," Gundlach, Hardy "
,8027,20.500.12738/6,,"Schierhorn, Isabell::rp09592::600",Methoden der Prozessoptimierung der Produktion und die mögliche Anwendbarkeit auf indirekte Unternehmensbereiche,,,890870012,,,,,,,
1604.0,7555,20.500.12738/6,"Burkhardt, Steffen","Levitan, Michael::rp09161::600",Personalrekrutierung durch Business-Netzwerke,," Schmidt, Ralph ",865510555,"Levitan, Michael","Burkhardt, Steffen [AkademischeR BetreuerIn]; Schmidt, Ralph ; ID: gnd/142178411",Personalrekrutierung durch Business-Netzwerke," Schmidt, Ralph ; ID: gnd/142178411","Burkhardt, Steffen [AkademischeR BetreuerIn]","Burkhardt, Steffen"," Schmidt, Ralph "
1209.0,8012,20.500.12738/6,"Meisel, Andreas","Knabbe, Marina::rp09578::600",Erzeugung von Musiksequenzen mit LSTM-Netzwerken,," Fohl, Wolfgang ",890194475,"Knabbe, Marina","Meisel, Andreas [GutachterIn]; Fohl, Wolfgang [GutachterIn]",Erzeugung von Musiksequenzen mit LSTM-Netzwerken," Fohl, Wolfgang [GutachterIn]","Meisel, Andreas [GutachterIn]","Meisel, Andreas"," Fohl, Wolfgang "
1610.0,7537,20.500.12738/6,"Dierks, Henning","Hahn, Felix Max Martin::rp09143::600",Entwicklung und Aufbau eines prototypischen Bildschirmlesegerätes auf Basis eines Einplatinencomputers,," Rauscher-Scheibe, Annabella ",865240183,"Hahn, Felix Max Martin","Dierks, Henning *1970-* ; ID: gnd/122235754; Rauscher-Scheibe, Annabella [AkademischeR BetreuerIn]",Entwicklung und Aufbau eines prototypischen Bildschirmlesegerätes auf Basis eines Einplatinencomputers," ID: gnd/122235754; Rauscher-Scheibe, Annabella [AkademischeR BetreuerIn]","Dierks, Henning *1970-* ","Dierks, Henning"," Rauscher-Scheibe, Annabella "
4490.0,7996,20.500.12738/6,"Müller-Wichards, Dieter","Xiao, Yi::rp09562::600",A L.A.M.P. based Syndication Module Design and Implementation under XOOPS Web Content Management System Platform,," Klinker, Thomas ",555526690,"Xiao, Yi","Müller-Wichards, Dieter [Ref.]; Klinker, Thomas [Ko-Ref.]",A L.A.M.P. based Syndication Module Design and Implementation under XOOPS Web Content Management System Platform," Klinker, Thomas [Ko-Ref.]","Müller-Wichards, Dieter [Ref.]","Müller-Wichards, Dieter"," Klinker, Thomas "
4516.0,7542,20.500.12738/6,"Meisel, Andreas","Pfeiffer, Tobias::rp09148::600",Entwicklung eines Algorithmus zur Erzeugung von Tiefenbildern mit Hilfe einer Stereokamera,," Baran, Reinhard ",551398426,"Pfeiffer, Tobias","Meisel, Andreas [Ref.]; Baran, Reinhard [Ko-Ref.]",Entwicklung eines Algorithmus zur Erzeugung von Tiefenbildern mit Hilfe einer Stereokamera," Baran, Reinhard [Ko-Ref.]","Meisel, Andreas [Ref.]","Meisel, Andreas"," Baran, Reinhard "
1012.0,8300,20.500.12738/6,"Steffens, Ulrike","Yildirim, Oguz::rp09833::600",Enterprise Architecture Management: Eine Ist-Analyse von Studierendenprozessen,," Buth, Bettina ",1022488732,"Yildirim, Oguz","Steffens, Ulrike [GutachterIn]; Buth, Bettina [GutachterIn]",Enterprise Architecture Management: Eine Ist-Analyse von Studierendenprozessen," Buth, Bettina [GutachterIn]","Steffens, Ulrike [GutachterIn]","Steffens, Ulrike"," Buth, Bettina "
1207.0,8014,20.500.12738/6,"Luck, Kai",Braack. Tobias::rp09580::600,Miningverfahren zur Clusterbildung technischer Artefakte,," Schumann, Sabine ",890261113,"Braack, Tobias","Luck, Kai$cvon *1954-* ; ID: gnd/1089185561; Schumann, Sabine [GutachterIn]",Miningverfahren zur Clusterbildung technischer Artefakte," ID: gnd/1089185561; Schumann, Sabine [GutachterIn]","Luck, Kai$cvon *1954-* ","Luck, Kai"," Schumann, Sabine "
1600.0,7559,20.500.12738/6,"Gläser, Christine","Rist, Mareike::rp09164::600",Informationskompetenzvermittlung auf Augenhöhe – Informationskompetenzvermittlung in der Tutorienarbeit an Hochschulen,," Krauß-Leichert, Ute ",865520860,"Rist, Mareike","Gläser, Christine *1964-* ; ID: gnd/1026258375; Krauß-Leichert, Ute *1954-* ; ID: gnd/115646302",Informationskompetenzvermittlung auf Augenhöhe – Informationskompetenzvermittlung in der Tutorienarbeit an Hochschulen," ID: gnd/1026258375; Krauß-Leichert, Ute *1954-* ; ID: gnd/115646302","Gläser, Christine *1964-* ","Gläser, Christine"," Krauß-Leichert, Ute "
1793.0,7547,20.500.12738/6,"Düren, Petra","Gowland, Hannah::rp09153::600",Change Management im Fokus: Evaluation eines Programms zur Produktionsoptimierung in einem Industrieunternehmen im Hinblick auf Nachhaltigkeit und bestehende Verbesserungsmöglichkeiten bei dem begleitenden Change-Prozess,," Rehbock, Florian ",865485526,"Gowland, Hannah","Düren, Petra *1969-* ; ID: gnd/137884192; Rehbock, Florian *1978-* ; ID: gnd/132898535",Change Management im Fokus: Evaluation eines Programms zur Produktionsoptimierung in einem Industrieunternehmen im Hinblick auf Nachhaltigkeit und bestehende Verbesserungsmöglichkeiten bei dem begleitenden Change-Prozess," ID: gnd/137884192; Rehbock, Florian *1978-* ; ID: gnd/132898535","Düren, Petra *1969-* ","Düren, Petra"," Rehbock, Florian "
1615.0,7532,20.500.12738/6,"Sarstedt, Stefan","Schnoor, Alexander::rp09138::600",Konzeption eines Protokolles zur Visualisierung von Simulationen in verteilten Multiagentensystemen,," Jenke, Philipp ",865174024,"Schnoor, Alexander","Sarstedt, Stefan ; ID: gnd/131782436; Jenke, Philipp *1978-* ; ID: gnd/139045066",Konzeption eines Protokolles zur Visualisierung von Simulationen in verteilten Multiagentensystemen," ID: gnd/131782436; Jenke, Philipp *1978-* ; ID: gnd/139045066","Sarstedt, Stefan ","Sarstedt, Stefan"," Jenke, Philipp "
7.0,9451,20.500.12738/6,"Richter, Miriam Tariba","Brand, Janine::rp10867::600",Pflegerische Förderung der Bindungsentwicklung zwischen Frühgeborenen und Eltern nach der Geburt,," Behrens, Katrin ",1729195466,"Brand, Janine","Richter, Miriam Tariba ; ID: gnd/135747341; Behrens, Katrin [AkademischeR BetreuerIn]",Pflegerische Förderung der Bindungsentwicklung zwischen Frühgeborenen und Eltern nach der Geburt," ID: gnd/135747341; Behrens, Katrin [AkademischeR BetreuerIn]","Richter, Miriam Tariba ","Richter, Miriam Tariba"," Behrens, Katrin "
1609.0,7538,20.500.12738/6,"Riemschneider, Karl-Ragmar","Priven, Alexander::rp09144::600","Erfassung, Prüfstandserprobung und Bewertung von Lade- und Lastprofilen bei elektrischen Stadtbussen zur Optimierung  der Batterielebensdauer",," Heß, Robert ",865240884,"Priven, Alexander","Riemschneider, Karl-Ragmar [AkademischeR BetreuerIn]; Heß, Robert [AkademischeR BetreuerIn]","Erfassung, Prüfstandserprobung und Bewertung von Lade- und Lastprofilen bei elektrischen Stadtbussen zur Optimierung der Batterielebensdauer"," Heß, Robert [AkademischeR BetreuerIn]","Riemschneider, Karl-Ragmar [AkademischeR BetreuerIn]","Riemschneider, Karl-Ragmar"," Heß, Robert "
,7993,20.500.12738/6,,"Klann, Kristina::rp09559::600",Analyse der Positionierung und Wahrnehmung von Surfmarken am Beispiel von Chiemsee und Quiksilver,,,889810044,,,,,,,
1606.0,7552,20.500.12738/6,"Gundlach, Hardy","Fergusson de la Torre, Laura::rp09158::600",,"Comparing Social Media Presence and Branding online. A Social Media Communication Strategy Study for Lufthansa Industry Solutions about its top 3 competitors in Germany (Accenture, Capgemini and T-Systems)"," Hoffmann, Ulrich ",865507384,"Fergusson de la Torre, Laura","Gundlach, Hardy *1961-* ; ID: gnd/113424183; Hoffmann, Ulrich [AkademischeR BetreuerIn]","Comparing Social Media Presence and Branding online. A Social Media Communication Strategy Study for Lufthansa Industry Solutions about its top 3 competitors in Germany (Accenture, Capgemini and T-Systems)"," ID: gnd/113424183; Hoffmann, Ulrich [AkademischeR BetreuerIn]","Gundlach, Hardy *1961-* ","Gundlach, Hardy"," Hoffmann, Ulrich "
1596.0,7563,20.500.12738/6,"Wendel, Ralf","Meise, Marius::rp09168::600",Weiterentwicklung eines pulsgesteuerten Signalgenerators für einen S Band Leistungsverstärker,," Ebberg, Alfred ",865649154,"Meise, Marius","Wendel, Ralf *1962-* ; ID: gnd/172756758; Ebberg, Alfred [AkademischeR BetreuerIn]",Weiterentwicklung eines pulsgesteuerten Signalgenerators für einen S Band Leistungsverstärker," ID: gnd/172756758; Ebberg, Alfred [AkademischeR BetreuerIn]","Wendel, Ralf *1962-* ","Wendel, Ralf"," Ebberg, Alfred "
1215.0,8002,20.500.12738/6,"Neumann, Heike","Mustafa, Leutrim::rp09568::600",Entwicklung eines Authentifizierungsstandards für Fahrzeug-zu-Fahrzeug / Fahrzeug-zu-Infrastruktur Kommunikationssysteme,," Walters, Eckhard ",89014656X,"Mustafa, Leutrim","Neumann, Heike [GutachterIn]; Walters, Eckhard [GutachterIn]",Entwicklung eines Authentifizierungsstandards für Fahrzeug-zu-Fahrzeug / Fahrzeug-zu-Infrastruktur Kommunikationssysteme," Walters, Eckhard [GutachterIn]","Neumann, Heike [GutachterIn]","Neumann, Heike"," Walters, Eckhard "
1797.0,7543,20.500.12738/6,"Verch, Ulrike","Hapke, Henrike::rp09149::600","Kulturgut Games als Handlungsauftrag für Bibliotheken? Status quo, Perspektiven und Empfehlungen",," Hedrich, Andreas ",865483612,"Hapke, Henrike","Verch, Ulrike *1970-* ; ID: gnd/130520578; Hedrich, Andreas ; ID: gnd/1062220633","Kulturgut Games als Handlungsauftrag für Bibliotheken? Status quo, Perspektiven und Empfehlungen"," ID: gnd/130520578; Hedrich, Andreas ; ID: gnd/1062220633","Verch, Ulrike *1970-* ","Verch, Ulrike"," Hedrich, Andreas "
4749.0,8029,20.500.12738/6,"Wehkamp, Karlheinz","Santos-Höver, Claudia::rp09594::600",Konzeption eines Gesundheitsförderungsmodells für HIV-Positive in Hamburg,," Stämmler, Daniel",497522969,"Santos-Hövener, Claudia","Wehkamp, Karlheinz; Stämmler, Daniel",Konzeption eines Gesundheitsförderungsmodells für HIV-Positive in Hamburg," Stämmler, Daniel","Wehkamp, Karlheinz","Wehkamp, Karlheinz"," Stämmler, Daniel"
1614.0,7533,20.500.12738/6,"Sauvagerd, Ulrich","Gimm, Marco::rp09139::600",Gegenüberstellung von zeit- und unterraumbasierten Algorithmen zurEchtzeit-Sprecherlokalisierung mit Mikrofonarrays,," Schütte, Hans-Dieter ",865190968,"Gimm, Marco","Sauvagerd, Ulrich [AkademischeR BetreuerIn]; Schütte, Hans-Dieter [AkademischeR BetreuerIn]",Gegenüberstellung von zeit- und unterraumbasierten Algorithmen zur Echtzeit-Sprecherlokalisierung mit Mikrofonarrays," Schütte, Hans-Dieter [AkademischeR BetreuerIn]","Sauvagerd, Ulrich [AkademischeR BetreuerIn]","Sauvagerd, Ulrich"," Schütte, Hans-Dieter "
